"","event_ID","text","date","Year","people_regex"
"413",150694,"Vice - Admiral Ernest Gaunt had the honour of being received by The King when His Majesty conferred upon him the honour of Knighthood and invested him with the Insignia of a Knight Commander of the Most Honourable Order of the Bath ( Military Division ) .","1920-02-14","1920","Vice | Admiral Ernest Gaunt | The King | His Majesty | Knighthood | Insignia of | Knight Commander of | Most Honourable Order of | Bath | Military Division"
"414",150237,"Admiral the Hon . Sir Arthur Calthorpe ( Com mander - in - Chief , Portsmouth ) , Rear - Admiral","1920-08-11","1920","Admiral | Hon | Sir Arthur Calthorpe | Com | Chief | Portsmouth | Rear | Admiral"
"415",150071,"His Majer was attended by His Excellency the Swedis Minister ( Count Wrangel ) and Captain de minoff .","1920-04-16","1920","His Majer | His Excellency | Swedis Minister | Count Wrangel | Captain"
"416",152252,"The King and Queen , accompanied by the Princess Mary , also the Princess Royal , with Princess Maud , Queen Amélie , and Prince Axel of Denmark , visited Queen Alexandra to - day and remained to luncheon .","1920-06-7","1920","The King | Queen | Princess Mary | Princess Royal | Princess Maud | Queen Am | Prince Axel of Denmark | Queen Alexandra"
"417",153771,"The Viscount Farquhar and Captain the Hon . James Stuart have arrived at the Castle . The Lord and Lady Blythswood and the Hon . Olive Campbell had the honour of dining with the King and Queen this evening .","1920-09-13","1920","The Viscount Farquhar | Captain | Hon | James Stuart | Castle | The Lord | Lady Blythswood | Hon | Olive Campbell | King | Queen"
"418",150182,"General Sir Archibald Hunter ( Aide - de - Camp . General to The King ) represented His Majesty at the Memorial Service which was held at St. Clement Danes Church , Strand , to - day , for the Australian and New Zealand Soldiers who fell in Gallipoli .","1920-04-26","1920","General Sir Archibald Hunter | Aide | Camp | General | The King | His Majesty | Memorial Service | St | Clement Danes Church | Strand | Australian | New Zealand Soldiers | Gallipoli"
"419",153706,"The Reverend A. Rowland Grant , Domestic Chaplain to The King , and the Reverend S. B. Baron , Curate at Sandringham , officiated .","1920-10-18","1920","The Reverend A | Rowland Grant | Domestic Chaplain | The King | Reverend S | Baron | Curate | Sandringham"
"420",150050,"The Princess Royal , with Princess Maud , visited Her Majesty and remained to luncheon . Prince Albert and Princess Christian visited Her Majesty to - day .","1920-04-12","1920","The Princess Royal | Princess Maud | Her Majesty | Prince Albert | Princess Christian | Her Majesty"
"421",153549,"His Excellency Doctor Vojtech Mastny was received in audience by The King this morning , and presented his Letter of Credence as Envoy Extraordinary and Minister Plenipotentiary from the Republic of Czecho - Slovakia .","1920-11-8","1920","His Excellency Doctor Vojtech Mastny | The King | Letter of Credence | Envoy Extraordinary | Minister Plenipotentiary | Republic of Czecho | Slovakia"
"422",153049,"The Earl of Onslow ( Lord in Waiting to The King ) represented Their Majesties at the Funeral of the Crown Princess of Sweden which took place at Stockholm to - day .","1920-05-14","1920","The Earl of Onslow | Lord | Waiting | The King | Their Majesties | Funeral of | Crown Princess of Sweden | Stockholm"
"423",150281,"The Service was conducted by the Revd . Canon Edgar Sheppard , D.D. ( Sub - Dean of His Majesty's Chapels Royal and Domestic Chaplain ) .","1920-08-16","1920","The Service | Revd | Canon Edgar Sheppard | Sub | Dean of His Majesty | Chapels Royal | Domestic Chaplain"
"424",153046,"The Earl of Athlone visited The King .","1920-05-14","1920","The Earl of Athlone | The King"
"425",153114,"Captain E. Pauly , late the King's Royal Rifle Corps , had the honour of being received by the King and Queen .","1920-05-22","1920","Captain E | Pauly | King | Royal Rifle Corps | King | Queen"
"426",153039,"Miss A. B. Smith , R.R.C. ( Matron - in - Chief , Queen Alexandra's Imperial Military Nursing Service ) was also received by Her Majesty .","1920-05-13","1920","Miss A | Smith | Matron | Chief | Queen Alexandra | Imperial Military Nursing Service | Her Majesty"
"427",153833,"BALMORAL CASTLE , SEPT 3 . The Right Hon . Sir Frederick Ponsonby has arrived at the Castle .","1920-09-4","1920","The Right Hon | Sir Frederick Ponsonby | Castle"
"428",150826,"Major - General Sir Geoffrey Feilding ( upon ) relinquishing his appointment as General Officer Commanding , London District ) and Air - Marshal Sir Hugh Trenchard , Bt . ( Chief of the Air Staff ) also had the honour of being received by The King .","1920-02-23","1920","Major | General Sir Geoffrey Feilding | General Officer Commanding | London District | Air | Marshal Sir Hugh Trenchard | Bt | Chief of | Air Staff | The King"
"429",153078,"The Lord Stanmore ( Lord in Waiting ) , the Master of the Household , and Colonel the Hon . Claude Captain Sir Charles Cust , Bt . , R.N. ( Groom and Equerry in Waiting ) , and the Deputy Master of the Household were in attendance .","1920-05-18","1920","The Lord Stanmore | Lord | Waiting | Master of | Household | Colonel | Hon | Claude Captain Sir Charles Cust | Bt | Groom | Equerry | Waiting | Deputy Master of | Household"
"430",151819,"VOLUNTARY AID DETACHMENT - Miss Margaret MONTGOMERY and Miss Jean WILSON .","1920-07-6","1920","Miss Margaret M | Miss Jean W"
"431",153290,"The Duke of York , attended by Wing - Com mander Louis Greig , arrived at the Palace from Bishopsthorpe , York .","1920-11-10","1920","The Duke of York | Wing | Com | Louis Greig | Palace | Bishopsthorpe | York"
"432",153273,"William Horwood ( upon his appointment as Commissioner of Police of the Metropolis ) , Lieut . - Colonel Sir John Ramsay ( upon relinquishing his appointment as Agent to the Governor - General and Chief Commissioner in Baluchistan ) , and Mr. Frederick C. Good enough ( Member of the Council of the Secretary of State for India ) had the honour of being received by The King this morning .","1920-05-8","1920","William Horwood | Commissioner of Police of | Metropolis | Lieut | Colonel Sir John Ramsay | Agent | Governor | General | Chief Commissioner | Baluchistan | Mr | Frederick C | Good | Member of | Council of | Secretary of State | India | The King"
"433",150319,"BALMORAL CASTLE , AUG . 26 . Lieut . - Colonel F. and the Lady Cicely Hardy had the honour of dining with The King and Queen this evening .","1920-08-27","1920","Lieut | Colonel F | Lady Cicely Hardy | The King | Queen"
"434",153737,"His Royal Highness received General Lord Rawlinson this afternoon .","1920-10-25","1920","His Royal Highness | General Lord Rawlinson"
"435",150586,"The King and Queen gave a Dinner Party this evening , at which The King and Queen of Denmark , the Duke of York and the Princess Mary were present . and the following had the honour of being invited :","1920-12-3","1920","The King | Queen | Dinner Party | The King | Queen of Denmark | Duke of York | Princess Mary"
"436",151099,"BUCKINGHAM PALACE , JAN . 22 . To - day being the Anniversary of the death of Her late Majesty Queen Victoria , the Royal Mausoleum at Frogmore was open , by The King's Commands , between the hours of 12 and 3 o'clock , for the servants and their families to visit it , when permission to pass through was extended to some of the residents of Windsor and the neighbourhood .","1920-01-23","1920","To | Anniversary of | Her | Majesty Queen Victoria | Royal Mausoleum | Frogmore | The King | Commands | Windsor"
"437",153676,"Captain W. R. Sexton ( upon relinquishing his appointment as United States Naval Attaché ) , Rear - Admiral Albert Niblack ( upon his appoint ment as United States Naval Attaché ) , and Colonel R. Rosetti ( upon relinquishing his ap pointment as Roumanian Military Attaché ) had the honour of being received by His Majesty .","1920-10-14","1920","Captain W | Sexton | United States Naval Attach | Rear | Admiral Albert Niblack | United States Naval Attach | Colonel R | Rosetti | Roumanian Military Attach | His Majesty"
"438",150600,"The King held a Council at 11.30 o'clock . There were present : The Right Hon . Austen Chamberlain , M.P. ( Chancellor of the Exche quer ; acting for the Lord President ) , the Viscount Sandhurst ( Lord Chamberlain ) , the Right Hon . Sir Maurice de Bunson , Bt . , and the Right Hon . Sir Frederick Ponsonby ( Treasurer to The King and Keeper of the Privy Purse ) .","1920-12-4","1920","The King | Council | There | The Right Hon | Austen Chamberlain | Chancellor of | Exche | Lord President | Viscount Sandhurst | Lord Chamberlain | Right Hon | Sir Maurice | Bunson | Bt | Right Hon | Sir Frederick Ponsonby | Treasurer | The King | Keeper of | Privy Purse"
"439",152267,"Knights Grand Cross . - Sir Charles HARRIS , Sir Nathaniel HIGHMORE , and The Rt . Hon . Sir Robert HORNE , M.P.","1920-06-9","1920","Knights Grand Cross | Sir Charles H | Sir Nathaniel H | The Rt | Hon | Sir Robert H"
"440",152964,"Highness , attended by Miss Dorothy Yorke , was present this evening at a Display given by the Battersea Juvenile Organi zations in Battersea Town Hall .","1920-05-12","1920","Highness | Miss Dorothy Yorke | Display | Battersea Juvenile Organi | Battersea Town Hall"
"441",152973,"Dame Grand Cross . - The Dowager Countess of AIRLIE . Knight Grand Cross - Received the honour of knighthood : The Earl of PLYMOUTH .","1920-05-13","1920","Dame Grand Cross | The Dowager Countess of A | Knight Grand Cross | Received | The Earl of P"
"442",150466,"The Right Hon . Sir Eric Geddes , M.P. ( Minister of Transport ) , had an audience of The King , and Senor H. Pueyrredon ( Argentine Minister for Foreign Affairs ) and Rear - Admiral Sir Lionel Halsey ( Comptroller and Treasurer to the Prince of Wales ) had the honour of being received by His Majesty .","1920-12-20","1920","The Right Hon | Sir Eric Geddes | Minister of Transport | The King | Senor H | Pueyrredon | Argentine Minister | Foreign Affairs | Rear | Admiral Sir Lionel Halsey | Comptroller | Treasurer | Prince of Wales | His Majesty"
"443",150394,"The Earl of Derby subsequently had the honour of being invited to Luncheon with Their Majesties .","1920-12-13","1920","The Earl of Derby | Luncheon | Their Majesties"
"444",150739,"The Hon . Charlotte Knollys , the Hon . Lucia White , and Colonel Sir Arthur Davidson were in attendance upon Her Majesty .","1920-02-18","1920","The Hon | Charlotte Knollys | Hon | Lucia White | Colonel Sir Arthur Davidson | Her Majesty"
"445",153611,"A Carriage Procession having been formed , the Prince of Wales , attended by his Staff , and escorted by a Prince of Wales Escort of the 2nd Life Guards , under the command of Lieutenant G. Watson , drove to Buckingham Palace by way of Victoria Street , Whitehall , Trafalgar Square , Pall Mall , St. James's Street , Piccadilly , and Constitution Hill .","1920-10-12","1920","A Carriage Procession | Prince of Wales | Staff | Prince of Wales Escort of | Life Guards | Lieutenant G | Watson | Buckingham Palace | Victoria Street | Whitehall | Trafalgar Square | Pall Mall | St | James | Street | Piccadilly | Constitution Hill"
"446",152740,"The Queen , accompanied by the Princess Mary , and attended by Mr. Harry Verney , visited the National Portrait Gallery , St. Martin's Place , this afternoon .","1920-03-26","1920","The Queen | Princess Mary | Mr | Harry Verney | National Portrait Gallery | St | Martin | Place"
"447",152098,"Voluntary Aid Detachment . - Miss Grace CURRIE , Miss Katharine EVANS , Miss Dorothy FIELD , Miss Catherine FORRESTAL , Miss Gwendolen GLOSSOP , Miss Silvia GLOSSOP , Miss Margaret GREATOREX , Miss Mary HUDSON , Miss Olga NETHERSOLE . and Miss Kathleen ROBERTS .","1920-06-26","1920","Voluntary Aid Detachment | Miss Grace C | Miss Katharine E | Miss Dorothy F | Miss Catherine F | Miss Gwendolen G | Miss Silvia G | Miss Margaret G | Miss Mary H | Miss Olga N | Miss Kathleen R"
"448",152794,"The Prince of Wales was introduced as a Member of His Majesty's Most Honourable Privy Council .","1920-03-3","1920","The Prince of Wales | Member of His Majesty | Most Honourable Privy Council"
"449",152233,"His Majesty was attended by Field - Marshal the Lord Methuen ( Colonel , Scots Guards ) , Lieut. General Sir Alfred Codrington ( Colonel , Coldstream Guards ) , Field - Marshal Sir Henry Wilson , Bt . ( Chief of the Imperial General Staff ) , Lieut . - General Sir John du Cane ( Master - General of the Ordnance ) , Lleut . - General Sir George Macdonogh ( Adjutant General to the Forces ) , Lieut . - General Sir Travers Clarke ( Quarter - Master - General to the Forces ) , Major General Sir Charles Harington ( Deputy Chief of the Imperial General Staff ) , Major - General the Hon . Sir Cecil Bingham ( Gold Stick in Waiting ) , Major General George Jeffreys ( General Officer Command ing , London District ) and the London District Staff , General the Lord Horne ( Aide - de - Camp General ) , Captain the Hon . Sir Charles Fitzwilliam_ ( Crown Equerry ) , Colonel Olive Wigram and Major Reginald Seymour ( Equerries in Waiting ) , Lieut . - Colonel the Lord Tweedmouth ( Silver Stick in Waiting ) , Colonel Sir Michael Bowman - Manifold and Colonel O. E. G. Norton ( Aides - de - Camp ) , and Lieut . - Colonel J. G. McConaghy , and The King's Indian Orderly Officers .","1920-06-7","1920","His Majesty | Field | Marshal | Lord Methuen | Colonel | Scots Guards | Lieut | General Sir Alfred Codrington | Colonel | Coldstream Guards | Field | Marshal Sir Henry Wilson | Bt | Chief of | Imperial General Staff | Lieut | General Sir John | Cane | Master | General of | Ordnance | Lleut | General Sir George Macdonogh | Adjutant General | Forces | Lieut | General Sir Travers Clarke | Quarter | Master | General | Forces | Major General Sir Charles Harington | Deputy Chief of | Imperial General Staff | Major | General | Hon | Sir Cecil Bingham | Gold Stick | Waiting | Major General George Jeffreys | General Officer Command | London District | London District Staff | General | Lord Horne | Aide | Camp General | Captain | Hon | Sir Charles Fitzwilliam | Crown Equerry | Colonel Olive Wigram | Major Reginald Seymour | Equerries | Waiting | Lieut | Colonel | Lord Tweedmouth | Silver Stick | Waiting | Colonel Sir Michael Bowman | Manifold | Colonel O | Norton | Aides | Camp | Lieut | Colonel J | Mc | The King | Indian Orderly Officers"
